request,cluster,timestamp,app
app good recommend everyone know broadband dialog perfect wish package mobile internet,0,2019-07-12 10:24:07,Dialog
update working fine please check .. still working ..,0,2019-07-09 05:28:17,Dialog
add anew data gb pack,3,2019-07-09 04:39:01,Dialog
make easy .,1,2019-07-06 09:25:53,Dialog
good app send alert notification message b internet plan expires ... really helpful ..,0,2019-07-01 07:08:56,Dialog
would love add function see activation time expiry period app .,4,2019-06-28 23:43:57,Dialog
slow n good app want reorganization setting,0,2019-06-20 03:21:24,Dialog
need improve,2,2019-06-19 17:17:03,Dialog
monthly need update occationally ...,2,2019-06-02 16:45:59,Dialog
nice work dialog dont want call message something,0,2019-05-31 12:11:12,Dialog
would like could see daily data usage dialog g broadband connection like cellular data .,4,2019-05-31 03:58:37,Dialog
want add data amount postpaid package say there system error .,0,2019-05-14 02:47:05,Dialog
"give bank reference number dialog , supposed thing need solve issue , asking request bank transaction receipt .",2,2019-05-09 12:14:27,Dialog
dont want call customer care app,0,2019-05-06 18:27:57,Dialog
want use app facilitate bill payments.my attemps download facility end failier,0,2019-05-02 02:57:13,Dialog
guy look ?,1,2019-05-01 15:10:38,Dialog
like app multi purpose dont need get separate apps everything one favourite thing come application application marathi capable dont need get apps every single thing want need phone thats love come specially multi cable apps,0,2019-05-01 03:11:36,Dialog
slow certian activity card purchase hectic proper bank selection method random page genaration anytime data charged tax price shown ridiculous dialog doesnt need pay anyone,2,2019-03-29 02:02:34,Dialog
need recover error .,2,2019-03-25 16:36:40,Dialog
india want see according matthew movie ?,0,2019-03-23 19:51:43,Dialog
add way refresh,3,2019-03-21 12:46:48,Dialog
please add dialog mega wasana drow number .......... app,3,2019-03-18 02:37:42,Dialog
suggestion please add purchased item instalment plan detail like total amount rest amount instalment payment plan using gateway like bill payment,3,2019-03-08 09:03:26,Dialog
need esim feature samsung galaxy smart watch remote access primary device .,2,2019-02-28 16:11:12,Dialog
please add filter available item shop .,3,2019-02-28 01:37:09,Dialog
"many bug need fixed , sometimes doesnt show amount money remaining show zero credit , even , please fix app .",4,2019-02-27 18:39:37,Dialog
time want reliad shiws error try later .,0,2019-02-27 18:37:58,Dialog
problem app please add r . package .,3,2019-02-21 11:41:48,Dialog
best way good friend mine good friend want big city stayed least new one ?,0,2019-02-16 14:58:17,Dialog
pay twice amount want pay .,0,2019-02-02 11:25:45,Dialog
"recently , started crash whenever want apply offer promo code .",0,2019-02-02 08:11:13,Dialog
"blocker issue latest version enter nic number move add account screen , half page visible cant continue .",3,2019-02-01 10:33:13,Dialog
please give beta version app cuz device cant manage cuz taking much time load .. way great app,0,2019-01-28 16:59:03,Dialog
need show detail bill,2,2019-01-25 17:38:50,Dialog
please add data transfer feature tooo ...,3,2019-01-23 13:52:43,Dialog
would like know reason requesting following permission .,4,2019-01-15 14:05:21,Dialog
worst app every time want check balance open sorry youre request processed due system error .please try later,0,2019-01-01 12:57:04,Dialog
give u one star bcos ur asking unwanted permission.google want take action,0,2019-01-01 06:36:59,Dialog
want activate package see account balance .,0,2018-12-28 03:55:22,Dialog
want pay bill usage .,0,2018-12-27 12:23:38,Dialog
"want pay bill usage app ask permission like medium , contact , calender , storage , sm , telephone , microphone , camera .",0,2018-12-26 06:22:23,Dialog
"people ask unwanted permission install app , hope dialog want personal thing installing app , remove asking unwanted permissons app install phone , mention even youtube huge apps never ask permissons install , please kind enough consider issue soon possible thank",0,2018-12-26 03:50:30,Dialog
"medium , phone call , kind thing need allow app .",2,2018-12-26 03:03:38,Dialog
"hi people need acsess contact , camera , gallary app non app related please make sure perpose need customer app working good point must remove complately appbits related team thank fazlath",2,2018-12-25 19:41:29,Dialog
"dialog app need access image , sd card , call record etc ?",2,2018-12-25 17:27:30,Dialog
stop watching personal u people want access phone photo gallery video recording call also bad,0,2018-12-25 17:20:53,Dialog
ask permission u really want fill need .,0,2018-12-25 07:10:19,Dialog
need access call log ?,2,2018-12-15 22:28:57,Dialog
best gift dialog gave useful customer really happy make benific app future ....,0,2018-12-14 18:11:10,Dialog
cant connect app .. say nic number invalid.but nic number correct .. want know nic number valid not.what,0,2018-12-04 19:15:33,Dialog
difficult pay online please add hatton national bank,3,2018-12-03 04:22:26,Dialog
add connectio.s u.der name automatically and.has.optio .,3,2018-11-30 06:18:25,Dialog
"id like suggest , please add sampath vishwa payment method .",3,2018-11-16 16:42:16,Dialog
force update dont want,0,2018-11-02 14:10:06,Dialog
"would like know navigate feature allows upgradedowngrade existing home broadband package.though mentioned said feature available app , dont see kind feature .",4,2018-10-30 14:26:58,Dialog
using app easy dialog customer need assit dialog call center need waiting long time get assisted agent,2,2018-10-29 16:06:33,Dialog
make cheap,1,2018-10-29 02:09:31,Dialog
developer need focus paying method .,2,2018-10-05 15:05:08,Dialog
mmmmm need make plan data end last mb like data packagesnotification ... thats face bigger problem .,1,2018-10-04 03:26:01,Dialog
give data reloads package ?,0,2018-10-01 14:26:04,Dialog
topup number need make urgent call thats case .,2,2018-09-30 16:38:18,Dialog
nice add another dialog number airtel number working .confusing,3,2018-09-30 15:05:47,Dialog
app really ease many task need get done dialog .,2,2018-09-26 00:30:37,Dialog
please add sm option,3,2018-09-17 18:36:15,Dialog
"decrease night time data increase day time data , like it.but cant it.can help ?",0,2018-08-18 14:22:48,Dialog
"loading execute action need perform , eg , wanted activate sport channel , show oops error .",2,2018-08-12 17:02:33,Dialog
app great little slow cant make faster like ezcash app ! also usage counter must realtime !,1,2018-08-07 12:46:58,Dialog
recommended dialog great speed bt new change oops cant say so.its okay increasing price package rather slowing speed.plz consider abt that.i dont think sri lanka leading communication company dont want loose customer new changes.do something soooooon,0,2018-08-01 07:52:27,Dialog
want debug device google pixel .,0,2018-07-30 05:42:33,Dialog
update online sm facility better,0,2018-07-26 16:26:15,Dialog
please add remaining data data tab .,3,2018-07-24 03:35:07,Dialog
need look everywhere .. one place !,2,2018-07-12 12:09:33,Dialog
last update readd connection !,0,2018-07-03 06:19:22,Dialog
"new update , account detail missing , need enter , uninstalled",2,2018-06-12 17:31:17,Dialog
new update pre tested comprehensively without blindly released,0,2018-05-26 13:27:37,Dialog
kept old design fix minnor bug .,4,2018-05-26 04:14:47,Dialog
update app beautufull interesting app,0,2018-05-25 06:16:43,Dialog
want keep calling ask monthly bill broadband .,0,2018-05-20 16:20:04,Dialog
please add payment history option also broadband section dialog app already tv mobile section .,3,2018-05-18 02:02:28,Dialog
connected customer care said app need update .. already app date .,2,2018-05-17 15:22:31,Dialog
please add plan option ..,3,2018-05-10 00:55:34,Dialog
need change ui,2,2018-01-17 06:47:03,Dialog
great app easy pay bill make comfortable easier,1,2018-01-13 04:26:34,Dialog
want double data,0,2017-12-21 03:07:12,Dialog
please add new update really important .,3,2017-11-22 06:20:42,Dialog
"stucked , opned , need add data .",3,2017-10-28 03:16:42,Dialog
"ended , make call customer service every time need called customisations .",2,2017-07-29 22:33:17,Dialog
able add connection app screen fully visible add contact .,3,2017-06-30 04:01:10,Dialog
"downloaded app , cant add account .",3,2017-06-25 06:40:24,Dialog
say tap add account screen empty .,3,2017-06-25 06:40:24,Dialog
trying add account manually asked type connection .,3,2017-06-25 06:40:24,Dialog
apps looking great want modify name,0,2017-06-16 14:40:48,Dialog
gr app ... make easier check bill amount stuff ...,1,2017-06-15 16:55:04,Dialog
save connection need paid,2,2017-06-07 07:46:56,Dialog
add account,3,2017-06-02 14:41:08,Dialog
thing need know dialog .,2,2017-05-29 10:04:07,Dialog
guy please look ?,1,2017-05-12 14:33:15,Dialog
want change package r r .not data extension.plz help ? ? ? ?,0,2017-05-04 19:50:12,Dialog
need waste time hanging holiness .,2,2017-04-21 01:19:24,Dialog
need add system recharge via card,3,2017-04-09 07:51:50,Dialog
helpful need check connection .,2,2017-03-18 05:52:33,Dialog
wish use offline,0,2017-02-02 17:30:13,Dialog
please add option chose postpaid prepaid selection ez cash bill payment ........ option ..,3,2017-01-27 16:17:13,Dialog
would like see option like available free minute,4,2017-01-02 03:49:28,Dialog
need ask customer care assistance .,2,2016-11-24 07:17:38,Dialog
add connection app .,3,2016-11-15 15:19:51,Dialog
helpful need go pay bill .n need call waiting speak costumer service .n .,2,2016-10-10 16:16:28,Dialog
really good app.but need know there showing call history mobile numbers.fonlyrom sm showing .why sm details.can know please ?,2,2016-10-05 04:01:38,Dialog
every time restarting phone add account,3,2016-10-03 14:42:58,Dialog
"pressed add account asking connection , nic nick name .",3,2016-09-28 10:28:09,Dialog
use app amazing would like material styled user interface home would see,4,2016-09-28 07:27:30,Dialog
really dont want rate low suppose .,0,2016-09-28 04:24:13,Dialog
would much useful could add widget may give live info data usage call usage blaster pkgs .,4,2016-08-19 14:57:49,Dialog
useful app save time dont want make call customercare,0,2016-08-10 19:01:18,Dialog
received pin add account !,3,2016-07-30 07:29:14,Dialog
need continuous improvement,2,2016-07-02 02:01:50,Dialog
connection failed every time try add connection,3,2016-06-23 03:05:50,Dialog
need optimize,2,2016-06-22 16:33:44,Dialog
need remember weird code anymore .,2,2016-05-31 09:33:21,Dialog
helpful app please add feature,3,2016-05-30 06:08:43,Dialog
wish sattelite work least perfectly app .,0,2016-05-18 13:22:37,Dialog
really helpful useful app.it need visit anywhere dialog service either visit device .,2,2016-04-22 18:23:54,Dialog
"app useful track various dialog service , annoying ad bottom app make look cheap nuissance .",1,2016-04-14 03:51:49,Dialog
useful software .. dont want visit outlet using app,0,2016-03-28 03:48:52,Dialog
please add bill information break,3,2016-03-25 19:21:23,Dialog
please add option check remaining free voice text usage,3,2016-02-16 11:11:07,Dialog
"even though already account , account add separately .",3,2016-02-16 05:37:07,Dialog
go add account put mobile number nic number name always show detail dose match,3,2016-01-15 04:15:37,Dialog
"friend also download app , want know pin ?",0,2015-12-31 09:18:15,Dialog
"requesting one feature add app , please add easy access diatex really need .",3,2015-12-26 09:20:00,Dialog
need spend time dialog arcade ..,2,2015-11-25 13:47:39,Dialog
dont need change number alphabet manually .,2,2015-11-05 16:16:10,Dialog
great app .. making life easy .. need call visit outlet ..,2,2015-10-13 04:06:29,Dialog
run mobile company cant even make small app like .,1,2015-09-26 17:59:07,Dialog
would like option keep ad notification time ... screen space way .,4,2015-09-18 01:54:28,Dialog
please add dialog suntel cdma option .,3,2015-09-08 13:46:06,Dialog
"bulk payment , make show registered connection ui without need add manually time",3,2015-08-22 15:26:54,Dialog
need check data balance app pls add,3,2015-06-20 11:18:49,Dialog
need remember number,2,2015-06-14 16:01:18,Dialog
selfcare app option check balance used blaster minute free ..,0,2015-06-11 09:24:37,Dialog
"useful app.need smooth app operation , sometimes lag .",2,2015-04-16 04:19:50,Dialog
please add dtv channel deactivation .,3,2015-04-16 04:19:50,Dialog
seems support basic stuff u might want web portal .,0,2015-03-09 06:34:20,Dialog
give star bcs slow .. pls make fast ...,1,2014-12-20 01:43:46,Dialog
need go anywhere pay fone bill .,2,2014-11-17 13:49:05,Dialog
would like rate star effort taken .....,4,2014-10-26 00:17:24,Dialog
big brother want keep tab u ?,0,2014-10-04 18:42:35,Dialog
really convenient get information want know using app .,0,2014-09-10 06:18:25,Dialog
"really like hasselfree account recharge thru ez cash , starpoints credit share , need bother w ussd menu .",2,2014-09-08 15:49:09,Dialog
please add feature regard transfering prepaid account postpaid .. etc,3,2014-09-08 04:18:39,Dialog
add dialog account except g connection .,3,2014-08-29 15:24:18,Dialog
whole point lost still need go counter checkpay bill.fix !,4,2014-08-29 15:24:18,Dialog
add feature check free minute sm quota .,3,2014-06-21 07:51:22,Dialog
please add blaster free minute viewable future .,3,2014-05-21 08:50:51,Dialog
pls add another feature cal also check free minute available .,3,2014-05-14 08:51:31,Dialog
"please add thing like rate , tarrifes , detail bill even complains .. save time reduse staff .. thumb ...",3,2014-03-26 15:59:33,Dialog
ui performance need improve lot .,2,2014-02-26 05:45:06,Dialog
need go native .,2,2014-02-26 05:45:06,Dialog
"better u cn develop ringin tone section search option like ringin tone site ... develop display monthly bill amount nt outstanding amount ... coz people might confuse amount ... .. , add section dialog product detail ... coz people find easy way ...",0,2014-01-15 01:15:28,Dialog
please add security feature,3,2014-01-12 13:11:11,Dialog
see information need see .,2,2013-11-18 13:59:13,Dialog
